_id,keyword
317,Multivariate adaptive regression splines
318,Traffic flow
319,Regression analysis
320,Artificial neural network
321,Beijing
322,Data mining
323,Causality
324,End user
325,Ranking
326,Military systems
327,Feature model
328,A-weighting
329,Adjacency matrix
330,Graph
331,Knowledge representation and reasoning
332,Storytelling
333,Architectural design
334,Case-based reasoning
335,Subgraph isomorphism problem
336,Content sharing
337,Android (operating system)
338,Social network
339,Active networking
340,Overlay
341,User-centered design
342,Multiprocessor architecture
343,Space-based architecture
344,Parallel computing
345,Symmetric multiprocessor system
346,Database machine
347,Host processor
348,Hypercube
349,Computation
350,Lease
351,Balanced scorecard
352,Business administration
353,Application software
354,Pi calculus
355,Probabilistic CTL
356,Equivalence (measure theory)
357,Coincidence
358,Probabilistic logic
359,Probabilistic bisimulation
360,Semantics
361,Architecture
362,Virtual reality
363,Collaborative software
364,Server
365,Data stream mining
366,Grid computing
367,Data-intensive computing
368,Directed acyclic graph
369,Semantic grid
370,Knowledge extraction
371,Business process discovery
372,Grid
373,Computer vision
374,Feature detection (computer vision)
375,Image processing
376,Digital image
377,Data compression
378,Digital image processing
379,Image compression
380,Wavelet transform
381,Wavelet
382,Feedback loop
383,Electronic engineering
384,Positive feedback
385,Control system
386,Self-oscillation
387,Pilot signal
388,Feedthrough
389,Feed forward
390,Amplifier
391,Objective programming
392,Fire protection
393,Operations research
394,Fire risk
395,Genetic algorithm
396,Decision maker
397,Metadata
398,Information retrieval
399,Adaptive system
400,Hypermedia
401,Software prototyping
402,Context model
403,Presentation logic
404,Hegelianism
405,John dewey
406,Philosophy of science
407,Metaphysics
408,Impossibility
409,Philosophy
410,Philosophy of language
411,False dilemma
412,Epistemology
413,Dialectic
414,Symmetric group
415,Permutation
416,Base (group theory)
417,Economics
418,Economic order quantity
419,Holding cost
420,Stochastic modelling
421,Rate of convergence
422,Deterministic system
423,Economic production quantity
424,Asymptotically optimal algorithm
425,Jump process
426,Windows NT
427,Simulation
428,Requirements analysis
429,Graphical user interface
430,Pentium
431,Software portability
432,Porting
433,Maintainability
434,Functional principal component analysis
435,Time series
436,Truncation
437,Autoregressive model
438,Applied mathematics
439,Test statistic
440,Credit card
441,Calculus
442,Statistical hypothesis testing
443,Asymptotic distribution
444,Low-noise amplifier
445,Spice
446,Cascode
447,Stress (mechanics)
448,Bipolar junction transistor
449,Heterojunction bipolar transistor
450,Optoelectronics
451,Heterojunction
452,Topology
453,Tripping
454,Joint probability distribution
455,Electric power transmission
456,Power-system protection
457,Small set
458,Islanding
459,Statistical analysis
460,Interactive evolutionary computation
461,Human-based evolutionary computation
462,Evolutionary algorithm
463,Evolutionary computation
464,Evolution strategy
465,Evolutionary programming
466,Evolutionary music
467,Java Evolutionary Computation Toolkit
468,Demand estimation
469,Sampling theory
470,Mobile phone
471,Fuzzy data
472,Telecommunications service
473,Interpersonal communication
474,Conversation
475,Computer-supported cooperative work
476,Wearable computer
477,Augmented reality
478,Sound pressure
479,Oscillation
480,Surface wave
481,Optics
482,Integral equation
483,Supersonic speed
484,Reflection (physics)
485,Acoustic wave
486,Mach number
487,Natural interaction
488,Usability
489,Gait
490,Longitudinal static stability
491,Catastrophic failure
492,Robustness (computer science)
493,Gait analysis
494,Fault tolerance
495,Redundancy (engineering)
496,Robot
497,Steganography
498,High capacity
499,Computer security
500,Graph theory
501,Information loss
502,Adversary
503,Anonymity
504,Information privacy
505,Integer
506,Weight function
507,Edge cover
508,Vertex (graph theory)
509,Approximation algorithm
510,Dynamic programming
511,Exponential function
512,Vertex (geometry)
513,Neighbourhood (graph theory)
514,Minimum weight
515,Vertex cover
516,Server-side
517,Division (mathematics)
518,Load balancing (computing)
519,Popularity
520,Microcell
521,Software architecture
522,Virtual world
523,Convergence (routing)
524,Default-free zone
525,Soft state
526,Routing domain
527,Border Gateway Protocol
528,Routing table
529,Communications protocol
530,Routing protocol
531,CDNA Arrays
532,Normalization (statistics)
533,Biology
534,Population Heterogeneity
535,High density
536,Comparative genomic hybridization
537,Mega-
538,Genetics
539,DNA microarray
540,Gene expression microarray
541,Preamplifier
542,Operational transconductance amplifier
543,Noise (electronics)
544,Direct-coupled amplifier
545,Instrumentation amplifier
546,Common-mode rejection ratio
547,Electrical engineering
548,Operational amplifier
549,Planarity testing
550,Vertex-transitive graph
551,Cayley table
552,Cayley's theorem
553,Cayley graph
554,Cayley transform
555,Word metric
556,Counterexample
557,Convexity
558,Geodetic datum
559,Subgroup
560,Hull number
561,Induced subgraph
562,Hull
563,Base station
564,Wireless network
565,Mobile station
566,Single antenna interference cancellation
567,Price of anarchy
568,Nash equilibrium
569,Non-cooperative game
570,Development environment
571,Telematics
572,Background information
573,Salience (neuroscience)
574,Nonlinear diffusion
575,Filtering theory
576,Salient
577,Cognitive neuroscience of visual object recognition
578,Homogeneity (statistics)
579,Median filter
580,Fuzzy similarity
581,Image noise
582,Active noise control
583,Reporter gene
584,Untranslated region
585,Annotation
586,Relational database
587,Ribosomal RNA
588,Internal ribosome entry site
589,Messenger RNA
590,Plasmid
591,Virtual image
592,Educational technology
593,Computer graphics (images)
594,Software Engineering Process Group
595,Software system
596,Software sizing
597,Software verification
598,Software requirements
599,Social software engineering
600,Magnetic field
601,Conical surface
602,Mathematical analysis
603,Electromagnetic shielding
604,Cylinder
605,Planar
606,Electromagnetic coil
607,Inverse problem
608,Toroid
609,Geometry
610,Man-in-the-middle attack
611,Cryptographic protocol
612,Terminology
613,Cryptography
614,Random string
615,Commitment scheme
616,Coin flipping
617,Social relation
618,Internet privacy
619,Social media
620,Online community
621,Electronic media
622,Bookmarking
623,Self-organization
624,Centrality
625,Hierarchical network model
626,Bioinformatics
627,Network analysis
628,Hierarchy
629,Spite
630,Hierarchical organization
631,Beacon
632,Local positioning system
633,Odometry
634,Optimization algorithm
635,Auto calibration
636,Linearization
637,Trilateration
638,Open problem
639,General method
640,Ring signature
641,Group signature
642,Hash function
643,Discrete logarithm
644,Matrix (mathematics)
645,Group ring
646,Weighing matrix
647,Square matrix
648,Circulant matrix
649,Computer search
650,Weighting
651,Speech coding
652,Noise measurement
653,Audio mining
654,Speech recognition
655,Speaker recognition
656,Audio-visual speech recognition
657,Acoustic model
658,Content discovery
659,Cross country analysis
660,Information technology
661,Scientific literature
662,Political science
663,Transformational leadership
664,Publishing
665,Library science
666,Basic premise
667,Article-level metrics
668,Fast marching algorithm
669,Saddle point
670,Fast marching method
671,Level set
672,Initialization
673,Backpropagation
674,Perception
675,Energy minimization
676,Deniable encryption
677,Encryption
678,External storage
679,Throughput
680,On-the-fly encryption
681,Next-generation network
682,Wireless
683,Topology control
684,Backbone network
685,Control reconfiguration
686,Kinematics
687,Measurement uncertainty
688,Control engineering
689,Transfer function
690,Deformation (mechanics)
691,Temperature measurement
692,Geodesy
693,Wireless sensor network
694,Fundamental change
695,The Symbolic
696,Pictogram
697,Computer performance
698,Operator (computer programming)
699,Variables
700,Analogy
701,Single-subject design
702,Empirical research
703,Dynamic network analysis
704,Biological data
705,Interdependent networks
706,Biological network
707,Interaction network
708,Network theory
709,Network model
710,Perplexity
711,Newspaper
712,Temporal modeling
713,Information Dissemination
714,Topic model
715,STREAMS
716,Static program analysis
717,Software factory
718,Software framework
719,Degrees of freedom (statistics)
720,Coupling
721,Torque
722,Jacobian matrix and determinant
723,Pendulum
724,Pulley
725,Actuator
726,Object oriented methods
727,Microarchitecture
728,Web design
729,Web search engine
730,Web search query
731,Semantic search
732,Web navigation
733,Web crawler
734,Drawback
735,Goal decomposition
736,Hierarchical task network
737,Gödel
738,Domain knowledge
739,System a
740,Formalism (philosophy)
741,Categorization
742,Evaluation result
743,Feature selection
744,Primary mathematics
745,Support vector machine
746,Computerized adaptive testing
747,Item bank
748,Primary education
749,Image matching
750,Image coding
751,Saliency map
752,Gaze
753,Anticipation
754,Exploit
755,Eye movement
756,Coordinate system
757,Nonlinear system
758,Internal model
759,Trajectory
760,Data structure
761,Data processing
762,Data set
763,Data pre-processing
764,Out-of-core algorithm
765,Preprocessor
766,Point cloud
767,Superposition principle
768,Functional magnetic resonance imaging
769,Topographic map
770,Neuroimaging
771,Temporal resolution
772,Electroencephalography
773,Arid
774,Drainage basin
775,Semi-arid climate
776,Climatology
777,Aridity index
778,Evapotranspiration
779,Blaney–Criddle equation
780,Precipitation
781,Efficient energy use
782,Approximation theory
783,Brooks–Iyengar algorithm
784,Deployment environment
785,Product engineering
786,Domain analysis
787,Domain engineering
788,Know-how
789,Software product line
790,Product design
791,Broadcasting
792,Bandwidth limitation
793,Software deployment
794,Periodic broadcasting
795,Mass storage
796,Object detection
797,Military computing
798,Clutter
799,Naval architecture
800,Open sea
801,Sea trial
802,Control algorithm
803,Finite set
804,Fading
805,Network packet
806,Model free
807,Cognitive radio
808,Resource management
809,Replicator equation
810,Distributed generation
811,Dynamic priority scheduling
812,Microgrid
813,Open shop
814,Optimal scheduling
815,Job shop scheduling
816,Industrial engineering
817,Job shop
818,Flow shop scheduling
819,Machine orders
820,SQL
821,Comparator
822,Pixel
823,Detailed data
824,Relational database management system
825,ROLAP
826,Cube
827,Phase-locked loop
828,Code rate
829,Microprocessor
830,Frequency synthesizer
831,Chip
832,Chipset
833,Automatic gain control
834,Computer hardware
835,Detector
836,Digital watermarking
837,Lifting scheme
838,Second-generation wavelet transform
839,Discrete wavelet transform
840,Stationary wavelet transform
841,Wavelet packet decomposition
842,Ontology
843,RefSeq
844,Molecular diagnostics
845,Research community
846,Semantic network
847,Genomics
848,Artifact-centric business process model
849,Business software
850,Business requirements
851,Component business model
852,Business process modeling
853,Business architecture
854,Business Process Model and Notation
855,Business activity monitoring
856,Attractor
857,Hash-based message authentication code
858,Message authentication code
859,Cryptanalysis
860,Data Authentication Algorithm
861,Chosen message attack
862,Functional logic programming
863,System programming
864,Autonomic computing
865,Programming paradigm
866,Inductive programming
867,Reactive programming
868,Programming domain
869,Noise
870,Noise reduction
871,Speech processing
872,Likelihood-ratio test
873,Voice activity detection
874,Covariance matrix
875,Cholesky decomposition
876,Abstraction layer
877,Cloud storage
878,Cloud computing
879,Forward error correction
880,Media access control
881,Convolutional code
882,Turbo code
883,Watermark
884,Copy protection
885,WiBro
886,Wireless broadband
887,IMT Advanced
888,Digital subscriber line
889,Mobile broadband modem
890,Internet access
891,Mobile broadband
892,N dimensional
893,Connected component
894,Interconnection
895,Special needs
896,Domestic market
897,Product architecture
898,Commerce
899,Product innovation
900,Product management
901,Industrial organization
902,New product development
903,Legal aspects of computing
904,Crime scene
905,Computer communication networks
906,Computer configuration
907,OS X
908,Instant messenger
909,Spatial analysis
910,Study analysis
911,Study methodology
912,Research question
913,Web integration
914,Abstract and concrete
915,Sociology
916,Information science
917,Controlled vocabulary
918,Significant difference
919,Biological sciences
920,Mathematics education
921,Behavioural sciences
922,Language research
923,Vocabulary
924,Experiential learning
925,Active learning
926,Vocabulary learning
927,Computer based
928,Oil spill
929,Polarimetry
930,Stokes parameters
931,Mineralogy
932,Synthetic aperture radar
933,Remote sensing
934,Horizon
935,Marine pollution
936,Bragg's law
937,Scattering
938,Geology
939,Hyperspectral image classification
940,Small number
941,Laplacian support vector machine
942,Hyperspectral imaging
943,Contextual image classification
944,Cluster analysis
945,Manifold
946,Quality software
947,Cleanroom
948,Management
949,Broadcast encryption
950,Revocation
951,Payment
952,Digital content
953,Broadcast channels
954,Fuzzy set operations
955,Special class
956,Defuzzification
957,Modular design
958,Membership function
959,Normal subgroup
960,Computer-aided software engineering
961,Software visualization
962,Software quality
963,Canopy clustering algorithm
964,Fuzzy clustering
965,CURE data clustering algorithm
966,Data stream clustering
967,Correlation clustering
968,Curse of dimensionality
969,Nearest-neighbor chain algorithm
970,Tree testing
971,Usability lab
972,Digital Watermarking Alliance
973,Credibility
974,Information hiding
975,Digital data
976,Humanities
977,Encyclopedia
978,E-commerce
979,Law
980,Trusted Network Connect
981,Trusted third party
982,Digital evidence
983,Direct Anonymous Attestation
984,Public relations
985,Danish
986,Government
987,Task management
988,User interface
989,Tangible user interface
990,Project management
991,Delta
992,History
993,Singularity theory
994,Computer graphics
995,Mobile technology
996,Mobile identification number
997,Mobile search
998,Mobile phone tracking
999,Mobile database
1000,GSM services
1001,Mobile Web
1002,Domain name
1003,Nothing
1004,International treaty
1005,Hard copy
1006,Intellectual property
1007,Specific-information
1008,Internet portal
1009,New england
1010,Information technology architecture
1011,Organizational impact
1012,Technology education
1013,Information Processes and Technology
1014,Information technology management
1015,Insurance industry
1016,Actuarial science
1017,Secrecy
1018,Dilemma
1019,Directive on Privacy and Electronic Communications
1020,Directive
1021,Member states
1022,Consumer protection
1023,Learning behavior
1024,Iterative reconstruction
1025,Cellular biophysics
1026,Image texture
1027,Segmentation
1028,Transmission electron microscopy
1029,High-resolution transmission electron microscopy
1030,Image segmentation
1031,Computational analysis
1032,Convection–diffusion equation
1033,Discretization
1034,Square-integrable function
1035,Scalar (physics)
1036,A priori and a posteriori
1037,Flux
1038,Backward Euler method
1039,Mixed finite element method
1040,Public administration
1041,Informatics
1042,Autonomous Navigation System
1043,Turning radius
1044,Mobile robot navigation
1045,Zigzag
1046,Mobile robot
1047,Engineering management
1048,Algebraic structure
1049,Sequential machine
1050,Automaton
1051,Invertible matrix
1052,Theory of computation
1053,Nilpotent
1054,Self-healing
1055,Grid system
1056,Family of sets
1057,Ultrafilter
1058,Mathematical logic
1059,MIMO
1060,Adaptive filter
1061,Decoding methods
1062,Spatial multiplexing
1063,Design education
1064,Participatory design
1065,Ethnomethodology
1066,Realisation
1067,Psychology
1068,Cognitive psychology
1069,Consciousness
1070,Separable space
1071,Smoothing
1072,Lagrangian decomposition
1073,Smoothness
1074,Convex optimization
1075,Convex analysis
1076,Consumer law
1077,User assistance
1078,Metaheuristic
1079,Legal protection
1080,Information Age
1081,Media studies
1082,Art history
1083,Negotiation
1084,Network address translation
1085,IP address management
1086,IP forwarding
1087,Overlay network
1088,IP tunnel
1089,Test suite
1090,Software fault tolerance
1091,Unix
1092,Batch processing
1093,Software maintenance
1094,Elliptic Curve Digital Signature Algorithm
1095,Scalar multiplication
1096,Elliptic curve point multiplication
1097,Elliptic curve cryptography
1098,Jacobian curve
1099,Elliptic curve
1100,Counting points on elliptic curves
1101,Tripling-oriented Doche–Icart–Kohel curve
1102,Gesture
1103,Controlled experiment
1104,Scrolling
1105,Automatic control
1106,Parametric statistics
1107,Probability of error
1108,Tower
1109,Gray code
1110,Tree (graph theory)
1111,Fixed cost
1112,Facility location problem
1113,Triangle inequality
1114,1-center problem
1115,Profiling (computer programming)
1116,Data Protection Directive
1117,Fully automated
1118,Data Protection Act 1998
1119,Information theory
1120,Random oracle
1121,Mathematical proof
1122,Information society
1123,Public-key cryptography
1124,M/M/1 queue
1125,M/D/1 queue
1126,G/G/1 queue
1127,M/M/c queue
1128,M/G/1 queue
1129,M/G/k queue
1130,M/D/c queue
1131,Retrial queue
1132,Symbolic language
1133,Optimal control
1134,Controller design
1135,Finite-state machine
1136,Word length
1137,Control synthesis
1138,Renewal theory
1139,Time average
1140,Geometric process
1141,Weibull distribution
1142,Average cost
1143,Gamma distribution
1144,Mathematical model
1145,Numerical analysis
1146,Pivotal quantity
1147,Statistical simulation
1148,Linear model
1149,Statistical computation
1150,Mixed model
1151,Tolerance interval
1152,Confidence interval
1153,Generalized p-value
1154,Media effect
1155,Media psychology
1156,Entertainment
1157,CUDA
1158,Computational science
1159,Motion estimation
1160,Bruhat order
1161,Nonnegative matrix
1162,If and only if
1163,Compact space
1164,Locality
1165,Unified Parallel C
1166,Distributed memory
1167,Partitioned global address space
1168,Parameterized complexity
1169,Mobility model
1170,Dissemination
1171,Time complexity
1172,Vector space
1173,Normed vector space
1174,Topological space
1175,Linear space
1176,Linear complex structure
1177,Induced topology
1178,Hausdorff space
1179,Thermodynamics
1180,Checklist
1181,Advertising
1182,Direct communication
1183,E-services
1184,Globalization
1185,Watson
1186,Single application
1187,Mobile commerce
1188,Marketing
1189,Change management
1190,Information management
1191,Change management (engineering)
1192,Change control
1193,Change management (ITSM)
1194,OPM3
1195,Residuated lattice
1196,Map of lattices
1197,Filter theory
1198,Normal filter
1199,Inverse Galois problem
1200,Splitting field
1201,Polynomial
1202,Resolvent
1203,Generic polynomial
1204,Galois group
1205,Rational root theorem
1206,Trinomial
1207,Naval research
1208,Mesonet
1209,Telecommunications network
1210,Network simulation
1211,Internet protocol suite
1212,Simulation modeling
1213,Network topology
1214,Simulation language
1215,Cortex (botany)
1216,Behavioral pattern
1217,Communication
1218,Face perception
1219,Inversion (meteorology)
1220,Fusiform face area
1221,Stimulus (physiology)
1222,Inferior frontal gyrus
1223,Biometrics
1224,Privacy law
1225,Photography
1226,Art
1227,Brain mapping
1228,Neuroscience
1229,Visual cortex
1230,Fractional anisotropy
1231,Dorsolateral prefrontal cortex
1232,Motor cortex
1233,Uncinate fasciculus
1234,Schizophrenia
1235,Temporal lobe
1236,Computational physics
1237,Photonic crystal
1238,Wave propagation
1239,Dielectric
1240,Finite-difference time-domain method
1241,Finite difference method
1242,Electromagnetic radiation
1243,Wavelength
1244,Mobile architecture
1245,Inductance
1246,Equivalent series inductance
1247,Materials science
1248,Multi modal fusion
1249,Block code
1250,Space–time block code
1251,Orthogonal frequency-division multiplexing
1252,Cooperative MIMO
1253,Relay
1254,Signal processing
1255,Digital signal processing
1256,Data acquisition
1257,Engineering education
1258,Statistical signal processing
1259,Course evaluation
1260,Embedded system design
1261,Quality of experience
1262,POSIX
1263,Application Context
1264,Design space exploration
1265,Energy consumption
1266,Operating environment
1267,Social capital
1268,Normative
1269,Norm (social)
1270,WSDMA
1271,Beamforming
1272,Interference (wave propagation)
1273,Precoding
1274,Implementation
1275,Phone
1276,Information space
1277,Extensibility
1278,Tracing
1279,User experience design
1280,User group
1281,Information and Communications Technology
1282,User interface design
1283,Dementia
1284,Computability
1285,Second-order cone programming
1286,Duality gap
1287,Dual cone and polar cone
1288,Linear programming
1289,Semidefinite programming
1290,Statute
1291,Internet Draft
1292,Fair use
1293,Service provider
1294,Doctrine
1295,License
1296,Bulletin board
1297,Convention
1298,Internet crime
1299,Cyber crime
1300,Draft convention
1301,Market economy
1302,Forward market
1303,Market sector
1304,Citation data
1305,Bibliometric analysis
1306,Patent citation
1307,Citation index
1308,Citation
1309,Citation analysis
1310,Negative binomial distribution
1311,Economic history
1312,Financial integration
1313,Zero error
1314,Statistical physics
1315,Quantum
1316,Quantum capacity
1317,Internet regulation
1318,Intermediary
1319,Law and economics
1320,Liability
1321,Third party
1322,Strict liability
1323,Extranet
1324,Emerging technologies
1325,Wireless connectivity
1326,Private sector
1327,Policy initiatives
1328,Legislation
1329,Public sector
1330,Freedom of information
1331,European union
1332,Principle of legality
1333,Conflict of laws
1334,National security
1335,Asset (computer security)
1336,Information security management
1337,Finance
1338,Information industry
1339,Digital marketing
1340,Three step test
1341,Copyright law
1342,Crowds
1343,Pedestrian
1344,Random forcing
1345,Principle of least effort
1346,Crowd simulation
1347,Crowd dynamics
1348,Fluid simulation
1349,Cluster (physics)
1350,Key distribution in wireless sensor networks
1351,Logic gate
1352,Key exchange
1353,Convex hull
1354,Default gateway
1355,Engineering ethics
1356,Documentation science
1357,Technical information
1358,Documentation
1359,History of science
1360,Unconscious mind
1361,Headset
1362,Behavior control
1363,Impression
1364,Basic research
1365,Exact algorithm
1366,Clique
1367,Database tuning
1368,Database testing
1369,Transaction log
1370,Data integrity
1371,Data redundancy
1372,Physical data model
1373,Distributed database
1374,Rollback
1375,New business development
1376,Business case
1377,Business domain
1378,Business rule
1379,Permission
1380,System testing
1381,Software bug
1382,Semulation
1383,Emulation
1384,Process design
1385,UltraSPARC
1386,Hardware emulation
1387,Mitchell order
1388,Large cardinal
1389,Determinacy
1390,Axiom of projective determinacy
1391,Stochastic game
1392,Flow network
1393,External flow
1394,Parallel algorithm
1395,Tree decomposition
1396,Maximum flow problem
1397,Treewidth
1398,Sequential algorithm
1399,Telecommunications equipment
1400,Mass media
1401,Internet Protocol
1402,Transmission Control Protocol
1403,Peering
1404,Tier 1 network
1405,Telecommunications regulation
1406,Travel time
1407,k-means clustering
1408,Range tree
1409,Tree structure
1410,Decision aids
1411,Retransmission
1412,TRIPS architecture
1413,Countable set
1414,Disjoint sets
1415,Ordinal number
1416,Admissible set
1417,Sigma
1418,Admissible ordinal
1419,Transitive relation
1420,Intelligent agent
1421,Autonomous agent
1422,Curse
1423,Agent architecture
1424,Database transaction
1425,Belief–desire–intention software model
1426,Power management
1427,Green computing
1428,Idle
1429,Compatibility testing
1430,Data center
1431,Software regression
1432,Energy management
1433,Renewable energy
1434,Energy plan
1435,Environmental economics
1436,Simulated annealing
1437,Randomization techniques
1438,Conditional random field
1439,Gerontology
1440,Markov chain
1441,Chunking (psychology)
1442,Graphical model
1443,CRFS
1444,Fuzzy model
1445,H control
1446,H-infinity methods in control theory
1447,Quadratic growth
1448,Quadratic equation
1449,Numerical stability
1450,Synchronization
1451,Panorama
1452,Stereoscopy
1453,Spatial distortion
1454,Visual perception
1455,Technical skills
1456,Learning experience
1457,Visual informatics
1458,Chemistry
1459,Econometrics
1460,Quasi-likelihood
1461,Zero-inflated model
1462,Overdispersion
1463,Generalized linear model
1464,Poisson regression
1465,Count data
1466,Poisson distribution
1467,Compound Poisson process
1468,Wish list
1469,Multiple encryption
1470,Attribute-based encryption
1471,Plaintext-aware encryption
1472,Probabilistic encryption
1473,40-bit encryption
1474,Correlation coefficient
1475,Titratable acid
1476,Drying time
1477,Gluten
1478,Food science
1479,Pre treatment
1480,Dehydration
1481,Search engine
1482,Natural language processing
1483,Mutual information
1484,Short Message Service
1485,Mobile QoS
1486,GSM
1487,Intelligent Network
1488,Video retrieval
1489,Textual information
1490,Upload
1491,Discrete cosine transform
1492,A* search algorithm
1493,Half-sibling
1494,Molecular ecology
1495,Microsatellite
1496,Mating system
1497,Combinatorial optimization
1498,Population genetics
1499,Evolutionary biology
1500,Marginal cost
1501,Heterogeneous wireless network
1502,Mobile wireless sensor network
1503,Wi-Fi array
1504,Battery (electricity)
1505,Photodetector
1506,Laser pointer
1507,Wireless network interface controller
1508,Graph center
1509,Hypergraph
